bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,resumen,ejemplares,disponibilidad,pasillo,estante
247,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9.78E+12,eng,286,51,5,04/01/04,Lyons Press,Resumen de: The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,4,1,6,3
248,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,9.78E+12,en-US,571,1601,284,01/01/04,Alliance Publishing,"Resumen de: Natural Cures ""They"" Don't Want You to Know about",4,2,7,3
249,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9.78E+12,eng,231,8854,672,07/07/03,Farrar Straus Giroux,Resumen de: The Natural,2,2,2,2
250,Digging to America,Anne Tyler,3.55,307263940,9.78E+12,eng,277,17155,1841,05/02/06,Alfred A. Knopf,Resumen de: Digging to America,2,1,9,2
251,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,9.78E+12,eng,826,44,3,1/21/2004,Bedford Books,Resumen de: Rereading America: Cultural Contexts for Critical Thinking and Writing,2,2,10,1
252,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9.78E+12,en-US,528,234,11,10/07/04,Oxford University Press  USA,Resumen de: Modern Latin America,3,3,7,1
253,The Plot Against America,Philip Roth,3.77,1400079497,9.78E+12,eng,391,33321,2925,9/27/2005,Vintage International,Resumen de: The Plot Against America,3,2,3,3
254,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9.78E+12,en-GB,164,8703,417,9/22/1999,Dey Street Books,Resumen de: Naked Pictures of Famous People,3,1,5,3
255,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9.78E+12,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics,Resumen de: Collected Stories,2,1,2,2
256,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9.78E+12,spa,118,7888,411,10/14/2003,Vintage Espanol,Resumen de: Crónica de una muerte anunciada,1,1,2,1
257,Cien años de soledad,Gabriel García Márquez,4.07,307350428,9.78E+12,spa,496,130,5,02/07/06,Plaza y Janes,Resumen de: Cien años de soledad,4,2,9,2
258,Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,9.78E+12,spa,176,4508,278,02/07/06,Plaza y Janes,Resumen de: Del amor y otros demonios,5,5,3,1
259,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9.78E+12,eng,533,397,47,10/12/04,Vintage,Resumen de: Living to Tell the Tale,4,2,2,2
260,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9.78E+12,spa,112,5856,377,10/19/2004,Vintage Espanol,Resumen de: Memoria de mis putas tristes,3,3,1,3
261,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,9.78E+12,eng,425,32569,1058,09/02/04,Vintage Books USA,Resumen de: The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,1,1,8,1
262,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9.78E+12,eng,288,37,6,5/15/2005,Wisdom Publications,Resumen de: Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,2,2,4,1
263,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9.78E+12,eng,363,1,0,04/01/06,Rough Guides,Resumen de: The Mini Rough Guide to London,3,2,2,3
264,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9.78E+12,eng,128,11,0,09/01/04,Lonely Planet,Resumen de: Best of London (Lonely Planet Best Of),4,2,6,1
265,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,9.79E+12,spa,480,0,0,05/01/06,Geoplaneta,Resumen de: Lonely Planet Londres,1,1,1,1
266,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,1740592050,9.78E+12,eng,295,0,0,09/01/01,Lonely Planet,Resumen de: Out to Eat London 2002 (Lonely Planet Out to Eat),4,2,4,2
267,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,9.78E+12,eng,287,6870,237,04/04/06,Mariner Books,Resumen de: Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,1,1,3,3
268,Cryptonomicon,Neal Stephenson,4.25,60512806,9.78E+12,eng,1139,83184,4249,11/01/02,Avon,Resumen de: Cryptonomicon,5,1,3,3
269,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,9.78E+12,fre,418,5,0,3/31/2001,Payot,Resumen de: Le Réseau Kinakuta (Cryptonomicon  #2),5,2,5,1
270,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9.78E+12,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks,Resumen de: The Confusion (The Baroque Cycle  #2),5,5,3,2
271,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,9.78E+12,eng,927,30872,1735,9/21/2004,HarperCollins Perennial,Resumen de: Quicksilver (The Baroque Cycle  #1),1,1,7,3
272,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,9.78E+12,eng,448,2465,137,5/31/2005,Spectra Books,Resumen de: The Cobweb,2,1,4,2
273,The Big U,Neal Stephenson,3.25,380816032,9.78E+12,en-US,308,4657,223,02/06/01,William Morrow Paperbacks,Resumen de: The Big U,3,3,2,3
274,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9.78E+12,eng,499,71042,2767,05/02/00,Spectra,Resumen de: The Diamond Age: Or  A Young Lady's Illustrated Primer,2,1,1,1
275,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,9.78E+12,eng,640,4731,270,5/31/2005,Spectra,Resumen de: Interface,3,1,8,3
276,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,9.78E+12,en-US,464,1567,65,3/28/2006,HarperTorch,Resumen de: Odalisque (The Baroque Cycle  Vol. 1  Book 3),2,2,2,2
277,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,9.78E+12,eng,438,188100,6612,08/02/00,Bantam Books,Resumen de: Snow Crash,1,1,8,2
278,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9.78E+12,eng,450,1474,30,06/01/05,Two Plus Two Publishing LLC,Resumen de: Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,3,2,1,3
279,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9.78E+12,eng,381,1929,72,12/01/04,Two Plus Two Publishing LLC,Resumen de: Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,5,4,9,3
280,The Design of Everyday Things,Donald A. Norman,4.17,465067107,9.78E+12,eng,240,18602,1379,9/19/2002,Basic Books,Resumen de: The Design of Everyday Things,3,3,6,1
281,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,9.78E+12,eng,272,3702,149,05/11/05,Basic Books,Resumen de: Emotional Design: Why We Love (or Hate) Everyday Things,5,2,10,2
282,The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,9.78E+12,eng,257,265,31,6/13/1988,Basic Books,Resumen de: The Psychology of Everyday Things,5,3,5,1
283,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,9.78E+12,en-GB,259,51,7,4/30/2006,Ignatius Press,Resumen de: No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,4,2,9,3
284,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9.78E+12,eng,192,920,76,05/02/06,HarperOne,Resumen de: The Alchemist,1,1,4,1
285,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,9.78E+12,eng,197,1631221,55843,05/01/93,HarperCollins,Resumen de: The Alchemist,3,1,4,2
286,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9.78E+12,eng,192,9013,153,9/19/2006,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),2,2,5,1
287,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9.78E+12,eng,192,16666,299,9/13/2005,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),3,1,6,3
288,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9.78E+12,eng,192,11451,161,7/18/2006,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),5,2,1,1
289,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9.78E+12,eng,192,111091,1427,05/03/05,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),1,1,6,2
290,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,9.78E+12,eng,200,10752,294,11/08/05,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),4,4,6,2
291,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9.78E+12,en-US,198,251,32,11/01/98,HarperCollins Publishers,Resumen de: The Illustrated Alchemist: A Fable about Following Your Dream,2,2,5,3
292,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78E+12,eng,192,14923,419,07/05/05,VIZ Media LLC,Resumen de: Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),4,2,5,1
293,Pompeii,Robert   Harris,3.82,812974611,9.78E+12,eng,274,26922,1726,11/08/05,Random House Trade Paperbacks,Resumen de: Pompeii,2,2,4,2
294,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9.78E+12,eng,360,1156,68,12/03/02,Borgo Press,Resumen de: The Last Days of Pompeii,4,1,6,1
295,Of Mice and Men,John Steinbeck,3.87,142000671,9.78E+12,eng,103,1755253,25554,01/08/02,Penguin Books,Resumen de: Of Mice and Men,4,3,6,3
296,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,9.78E+12,en-US,464,20529,1592,09/06/05,It Books,Resumen de: The Game: Penetrating the Secret Society of Pickup Artists,3,3,3,1
297,The Westing Game,Ellen Raskin,4.02,014240120X,9.78E+12,eng,182,142121,8782,04/12/04,Puffin,Resumen de: The Westing Game,1,1,2,3
298,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,9.78E+12,eng,215,30231,1130,07/07/09,Turtleback Books,Resumen de: The Egypt Game,1,1,6,2
299,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9.78E+12,eng,503,280309,3703,11/22/2005,Vintage Books USA,Resumen de: Memoirs of a Geisha,4,3,4,3
300,Memoirs of a Geisha,Arthur Golden,4.11,739326228,9.78E+12,eng,434,1301083,19296,11/15/2005,Random House Large Print Publishing,Resumen de: Memoirs of a Geisha,5,5,9,2
301,Memoirs of a Geisha,Arthur Golden,4.11,99498189,9.78E+12,en-US,497,2122,256,12/01/05,Vintage,Resumen de: Memoirs of a Geisha,1,1,2,2
302,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9.78E+12,eng,144,145,8,10/20/2005,Newmarket Press,Resumen de: Memoirs of a Geisha: A Portrait of the Film,4,1,5,3
303,Memoirs of a Geisha,Arthur Golden,4.11,99771519,9.78E+12,eng,497,4189,462,06/04/98,Vintage,Resumen de: Memoirs of a Geisha,4,2,10,2
304,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9.78E+12,eng,334,1556,158,05/06/03,Pocket Books,Resumen de: Geisha of Gion,4,2,3,3
305,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9.78E+12,eng,58,9,2,02/01/06,Oni Press,Resumen de: Love As A Foreign Language #5,4,3,7,2
306,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,9.78E+12,eng,95,59,7,08/01/02,Cambridge University Press,Resumen de: Jungle Love,1,1,9,1
307,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,9.78E+12,eng,0,22,4,01/01/05,Moody Publishers,Resumen de: The 5 Love Languages / The 5 Love Languages Journal,2,2,5,2
308,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9.78E+12,eng,736,2418736,21303,04/01/06,Pocket Books,Resumen de: Angels & Demons (Robert Langdon  #1),2,2,4,2
309,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,9.79E+12,spa,508,196,20,12/01/05,Umbriel,Resumen de: Ángeles y demonios (Robert Langdon  #1),4,3,8,3
310,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,972859896,9.78E+12,spa,18,65,7,12/01/05,FonoLibro,Resumen de: Angeles & Demonios,1,1,6,1
311,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,9.78E+12,eng,489,1679706,35877,3/28/2006,Anchor,Resumen de: The Da Vinci Code (Robert Langdon  #2),3,3,6,1
312,The Da Vinci Code,Dan Brown,3.84,076792603X,9.78E+12,eng,467,1120,105,3/28/2006,Broadway Books,Resumen de: The Da Vinci Code,3,2,10,3
313,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,9.78E+12,fre,744,377,16,05/03/05,Pocket,Resumen de: Da Vinci Code (Robert Langdon  #2),5,2,4,2
314,Deception Point,Dan Brown,3.71,1416524800,9.78E+12,eng,736,4919,410,04/01/06,Pocket Books,Resumen de: Deception Point,1,1,8,2
315,Deception Point,Dan Brown,3.71,552151769,9.78E+12,eng,585,3353,183,05/01/04,Corgi Books,Resumen de: Deception Point,2,1,6,2
316,Deception Point,Dan Brown,3.71,593055071,9.78E+12,eng,448,61,4,08/01/05,Bantam Press,Resumen de: Deception Point,3,3,10,1
317,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9.78E+12,eng,383,456,41,02/01/05,Pinnacle,Resumen de: A Killing Rain (Louis Kincaid  #6),3,2,1,3
318,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,9.78E+12,eng,258,61760,2600,10/01/98,Gallery Books,Resumen de: The Millionaire Next Door: The Surprising Secrets of America's Wealthy,3,3,4,1
319,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9.78E+12,eng,320,88897,2334,09/01/05,Tarcherperigee,Resumen de: Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,2,1,1,3
320,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9.78E+12,eng,368,48,9,08/07/04,High Roads Media,Resumen de: Think and Grow Rich,5,3,8,2
321,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,9.78E+12,eng,256,173,14,06/07/06,Pragmatic Bookshelf,Resumen de: Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),2,2,6,3
322,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,9.78E+12,en-US,288,253,17,06/01/05,Firebrand Books,Resumen de: Read My Lips: Sexual Subversion and the End of Gender,5,5,5,2
323,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9.78E+12,en-US,384,12748,948,12/28/2004,Ballantine Books,Resumen de: Trump: The Art of the Deal,1,1,2,3
324,The Richest Man in Babylon,George S. Clason,4.26,451205367,9.78E+12,eng,194,76451,3400,02/01/08,Berkley Books,Resumen de: The Richest Man in Babylon,5,1,7,2
325,The Richest Man in Babylon,George S. Clason,4.26,1419349996,9.78E+12,eng,4,86,15,6/17/2005,Recorded Books  Inc.,Resumen de: The Richest Man in Babylon,1,1,3,1
326,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9.78E+12,eng,480,9498,637,05/10/05,Broadway Books,Resumen de: Shibumi,3,2,8,2
327,1776,David McCullough,4.07,743226720,9.78E+12,eng,386,166916,6243,07/04/06,Simon  Schuster,Resumen de: 1776,2,1,7,1
328,1776,Peter  Stone/Sherman Edwards,4.22,140481397,9.78E+12,eng,192,1299,30,11/18/1976,Penguin Books,Resumen de: 1776,5,4,6,2
329,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,9.78E+12,eng,284,31,5,7/15/2000,University of Chicago Press,Resumen de: The Crescent Obscured: The United States and the Muslim World  1776-1815,3,2,2,2
330,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9.78E+12,eng,418,200744,7656,03/04/09,Howard Publishing Co,Resumen de: The Good Earth (House of Earth  #1),4,2,9,2
331,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,9.78E+12,eng,5,26,2,3/15/2005,Zondervan,Resumen de: Purpose Driven Life - For Commuters: What on Earth Am I Here For?,5,2,6,2
332,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,9.78E+12,eng,399,190039,4922,07/05/05,Harper Perennial,Resumen de: Fast Food Nation: The Dark Side of the All-American Meal,1,1,1,3
333,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,9.78E+12,eng,384,811,77,04/04/02,Penguin Books,Resumen de: Fast Food Nation: What The All-American Meal is Doing to the World,2,1,4,3
334,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,9.78E+12,eng,269,297533,14935,2/21/2006,Random House,Resumen de: Snow Flower and the Secret Fan,2,1,2,1
335,The Broker,John Grisham,3.78,385340540,9.78E+12,eng,422,72361,2334,9/26/2006,Delta,Resumen de: The Broker,5,4,3,3
336,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9.78E+12,eng,1344,11208,1237,07/12/75,Vintage,Resumen de: The Power Broker: Robert Moses and the Fall of New York,5,3,1,2
337,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,9.78E+12,eng,320,28,1,7/25/2006,Ballantine Books,Resumen de: The Power Broker: A Novel (Christian Gillette  #3),4,4,6,3
338,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,9.78E+12,en-US,201,3877,275,06/10/99,HarperCollins Publishers  Inc.,Resumen de: Body For Life: 12 Weeks to Mental and Physical Strength,1,1,8,3
339,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,1579546013,9.78E+12,en-US,288,401,63,04/01/05,Rodale Books,Resumen de: Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,3,2,10,2
340,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,9.78E+12,eng,405,814,51,11/26/2003,High Point Media,Resumen de: Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,2,1,3,1
341,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,9.78E+12,en-US,245,228,16,10/01/05,John Wiley & Sons,Resumen de: The Warren Buffett Way,2,2,10,3
342,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,471430455,9.78E+12,eng,432,39,1,4/18/2003,Wiley,Resumen de: The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,2,2,8,1
343,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,805431578,9.78E+12,eng,368,26,8,5/15/2005,B Books,Resumen de: Monkey Business: True Story of the Scopes Trial,4,3,8,2
344,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9.78E+12,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,Resumen de: Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),3,2,4,2
345,Monkey Business,Sarah Mlynowski,3.67,373250711,9.78E+12,eng,392,3379,67,9/24/2004,Red Dress Ink,Resumen de: Monkey Business,3,1,4,1
346,Liar's Poker,Michael   Lewis,4.15,140143459,9.78E+12,eng,256,22843,936,10/01/90,Penguin Books,Resumen de: Liar's Poker,1,1,7,2
347,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,9.78E+12,eng,214,13,1,06/01/93,Walker & Company,Resumen de: Liar's Poker: A Harry Garnish Mystery,5,1,5,1
348,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,6.94E+11,eng,64,8,2,03/01/01,Ryland Peters & Small,Resumen de: Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,4,1,8,1
349,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,9.78E+12,eng,256,14103,74,04/04/06,Clarkson Potter,Resumen de: Giada's Family Dinners,1,1,9,3
350,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,9.78E+12,eng,256,40125,217,2/22/2005,Clarkson Potter,Resumen de: Everyday Italian: 125 Simple and Delicious Recipes,5,3,6,2
351,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,9.78E+12,eng,240,8822,55,04/03/07,Clarkson Potter,Resumen de: Everyday Pasta,4,3,4,2
352,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,1400052386,9.78E+12,eng,256,3697,34,9/26/2006,Clarkson Potter,Resumen de: Tyler's Ultimate: Brilliant Simple Food to Make Any Time,4,1,8,2
353,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,9.78E+12,eng,304,1426,16,3/25/2003,Clarkson Potter Publishers,Resumen de: Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,3,2,8,3
354,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9.78E+12,eng,287,275,15,10/01/04,Clarkson Potter Publishers,Resumen de: Eat This Book: Cooking with Global Fresh Flavors,4,2,3,3
355,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61234001,9.78E+12,eng,320,628745,13034,10/17/2006,William Morrow,Resumen de: Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,4,3,8,1
356,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,9.79E+12,spa,250,193,23,08/01/06,Ediciones B,Resumen de: Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,1,1,1,3
357,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,9.78E+12,en-US,496,98,5,12/08/06,Harper,Resumen de: Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,2,2,1,1
358,The Last Assassin (John Rain  #5),Barry Eisler,4.27,399153594,9.78E+12,eng,338,189,25,06/01/06,Putnam Publishing Group,Resumen de: The Last Assassin (John Rain  #5),1,1,4,3
359,Life of Pi,Yann Martel,3.91,156030209,9.78E+12,en-US,401,4318,668,05/03/04,Mariner Books / Harvest Books,Resumen de: Life of Pi,1,1,2,3
360,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,828808392,9.78E+12,fre,448,177,26,11/24/2005,Gallimard,Resumen de: L'Histoire de Pi,3,2,10,3
361,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,140285970,9.78E+12,eng,400,102,8,09/01/99,Penguin Books,Resumen de: Shadows and Wind: A View of Modern Vietnam,2,1,10,2
362,A Million Little Pieces,James Frey,3.65,307276902,9.78E+12,eng,515,206011,10821,9/22/2005,Anchor Books,Resumen de: A Million Little Pieces,1,1,2,1
363,A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,9.78E+12,en-US,256,43,6,02/10/06,Lulu.com,Resumen de: A Million Little Pieces of Feces,5,5,9,1
364,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,9.78E+12,en-US,191,201,24,3/28/2006,William Morrow Paperbacks,Resumen de: A Million Little Lies,4,1,9,3
365,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,9.78E+12,en-US,458,873,40,08/07/03,Jossey-Bass,Resumen de: The Leadership Challenge,2,1,7,1
366,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,446394599,9.78E+12,eng,193,5354,281,02/01/93,Business Plus,Resumen de: Lincoln on Leadership: Executive Strategies for Tough Times,4,3,6,1
367,Leadership in Organizations,Gary Yukl,3.68,131494848,9.78E+12,en-GB,542,55,4,07/07/05,Prentice Hall,Resumen de: Leadership in Organizations,4,4,3,3
368,Leadership,Rudolph W. Giuliani,3.72,316861014,9.78E+12,eng,397,1820,147,10/01/02,Little  Brown,Resumen de: Leadership,4,1,7,1
369,Men Are from Mars  Women Are from Venus,John Gray,3.55,60574216,9.78E+12,eng,368,132062,3303,04/03/12,Harper Paperbacks,Resumen de: Men Are from Mars  Women Are from Venus,1,1,2,2
370,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,60192771,9.78E+12,en-US,368,18,1,10/21/1998,Harper,Resumen de: Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,2,2,8,1
371,Men Are from Mars  Women Are from Venus,John Gray,3.55,006123205X,9.78E+12,eng,2,43,3,04/03/07,HarperAudio,Resumen de: Men Are from Mars  Women Are from Venus,1,1,2,1
372,How to Succeed with Women,Ron  Louis/David Copeland,3.76,735200300,9.78E+12,en-US,320,82,13,10/29/1998,Prentice Hall Press,Resumen de: How to Succeed with Women,2,1,4,1
373,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,9.78E+12,eng,512,184418,4432,6/25/2002,Bantam,Resumen de: The Clan of the Cave Bear (Earth's Children  #1),5,5,4,1
374,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,517542021,9.78E+12,eng,468,495,67,05/04/80,Crown Publishing Group,Resumen de: The Clan of the Cave Bear (Earth's Children  #1),2,2,9,1
375,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,9.78E+12,eng,317,85094,4155,3/17/2004,W. W. Norton  Company,Resumen de: Moneyball: The Art of Winning an Unfair Game,1,1,2,3
